author_name,gender,country,continent,city_birth,city_residence,language,year_birth,year_death,work1,work2,awards,time period,bio,list_url,list_title,list_bookname,list_copy
Ariana Harwicz,Female,Argentina,Latin America,"Buenos Aires, Argentina","Paris, France",Spanish,1977,,"Die, My Love",Tender,International Booker Prize,21st Century,"Ariana Harwicz is an Argentine writer, screenwriter, playwright and documentary maker. She earned a degree in performing arts from the University of Paris VII and a Master's in comparative literature from the Sorbonne.",,,,
Sofi Oksanen,Female,Finland,Europe,"Jyvaskyla, Finland","Helsinki, Finland",Finnish; English,1977,,The Dog Park,Norma,,21st Century,"Sofi-Elina Oksanen is a Finnish writer and playwright. Oksanen has published six novels, of which ""Purge"" has gained the widest recognition. She has received several international and domestic awards for her literary work.",,,,
Clemens Meyer,Male,Germany,Europe,"Halle, East Germany","Leipzig, Germany",German,1977,,As We Were Dreaming,Bricks and Mortar,International Booker Prize,21st Century,"Clemens Meyer is a German writer who gained recognition after his first novel, about a  group of friends growing up and going off the rails in East Germany after the fall of the Berlin Wall. ",,,,
Dorothy Tse,Female,Hong Kong,Asia,Hong Kong,Hong Kong,English,1977,,Owlish,Snow and Shadow,,21st Century,"Dorothy Tse Hiu-hung is a Hong Kong author, editor, and associate professor of creative writing at Hong Kong Baptist University.",,,,
Paul Lynch,Male,Ireland,Europe,"Limerick, Ireland","Dublin, Ireland",English,1977,,Grace,Prophet Song,Booker Prize,21st Century,"Paul Lynch is an Irish novelist known for his poetic, lyrical style and exploration of complex themes. He has published five novels and has won several awards, including the 2018 Kerry Group Irish Fiction Award and the 2023 Booker Prize, for Prophet Song.",,,,
Chimamanda Ngozi Adichie,Female,Nigeria,Africa,"Enugu, Nigeria","Lagos, Nigeria",English,1977,,Half of a Yellow Sun,Americanah,Commonwealth Writers' Prize,21st Century,"Chimamanda Ngozi Adichie is a Nigerian writer and activist. Regarded as a central figure in postcolonial feminist literature, she is the author of the novels Purple Hibiscus, Half of a Yellow Sun and Americanah.",https://www.hammockmag.com/recommendations-lists/contemporary-war-novels-a-reading-list,Contemporary War Novels,Half of A Yellow Sun,"Perhaps the defining account of the Nigerian Civil War of the late 1960s and the book that launched Adichie to literary stardom, this is a long, complex novel that tracks the fate of five people before and during the Biafran war, moving propulsively between different segments in Nigerian society. Apart from exploring war, it also meditates on post-colonial identity, western journalism, academia and various other aspects of African politics and development in a manner that rarely seems didactic."
Cristina Henriquez,Female,Panama,Latin America,"Delaware, USA","Chicago, USA",English,1977,,The Book of Unknown Americans,The World in Half,,21st Century,"Cristina Henríquez is an American author of Panamaian origin, best known for her 2014 novel The Book of Unknown Americans.",,,,
Jeremy Tiang,Male,Singapore,Asia,Singapore,Singapore,English,1977,,State of Emergency,It Never Rains on National Day,,21st Century,"Jeremy Tiang is a Singaporean writer, translator and playwright based in New York City. Tiang won the Singapore Literature Prize for English fiction for his debut novel, State of Emergency, published in 2017.",,,,
Olivia Laing,Non-binary,United Kingdom,Europe,"London, UK","London, UK",English,1977,,The Lonely City,Crudo,,21st Century,"Olivia Laing is a British writer, novelist and cultural critic. They are the author of five works of non-fiction, as well as an essay collection, Funny Weather, and a novel, Crudo.",https://www.hammockmag.com/recommendations-lists/7-modern-masterpieces-about-the-art-world,Seven Masterpieces About the Art World,The Lonely City,"The only non-fiction book on this list is a poetic and powerful exploration of loneliness, which is framed through the lives of four artists in New York. After a breakup and alone in New York, Olivia Laing looks at the lives of Edward Hopper, Andy Warhol, Henry Darger and David Wojnarowicz, showcasing how their works were influenced or even defined by the loneliness of the city, and tying it into her own experience, the world of art, the AIDS crisis, and much more."
Elif Batuman,Female,USA,North America,"New York, USA","San Francisco, USA",English,1977,,The Idiot,The Possessed,Pulitzer Prize,21st Century,"Elif Batuman is an American author, academic, and journalist. She is the author of three books: a memoir, The Possessed, and the novels The Idiot, which was a finalist for the 2018 Pulitzer Prize for Fiction, and Either/Or.",https://www.hammockmag.com/recommendations-lists/a-selection-of-the-best-campus-novels,A Selection of the Best Campus Novels,The Idiot,"Another modern campus classic, The Idiot follows its autobiographical heroine Selin, who has arrived as an undergraduate at Harvard in the nineties and is worrying about how to live. How does she make friends? How does she fall in love? How does she come to understand the relationship between art and life, words and world? How has she come to discover email? These are just some of the questions the book explores in its funny, thoughtful style that is hard to put down."
Jesmyn Ward,Female,USA,North America,"Berkeley, USA","Mississippi, USA",English,1977,,"Sing, Unburied, Sing",Salvage the Bones,National Book Award,21st Century,"Jesmyn Ward is an American novelist and a professor of English at Tulane University, where she holds the Andrew W. Mellon Professorship in the Humanities. She won the 2011 National Book Award for Fiction for her second novel Salvage the Bones.",https://www.hammockmag.com/recommendations-lists/six-striking-american-novels,Six Striking American Novels,"Sing, Unburied, Sing","From a National Book Award nominated author, this book turns the archetypal road novel into rural twenty-first-century America. Ward gives a journey through Mississippi’s past and present that is both an intimate portrait of a family and an epic tale of hope and struggle. Sing, Unburied, Sing grapples with the ugly truths at the heart of the American story and the power and limitations of family."
Rumaan Alam,Male,USA,North America,"Washington, D.C., USA","New York, USA",English,1977,,Leave the World Behind,That Kind of Mother,National Book Award,21st Century,"Rumaan Alam is an American novelist of Bangladeshi heritage. He is the author of four novels, including Leave the World Behind, which was nominated for the National Book Award and is being adapted for film. ",,,,
Samantha Schweblin,Female,Argentina,Latin America,"Buenos Aires, Argentina","Berlin, Germany",Spanish,1978,,Mouthful of Birds,Fever Dream,National Book Award; International Booker Prize,21st Century,"Samanta Schweblin is an Argentine author currently based in Berlin. She has published three collections of short stories, a novella and a novel, besides stories that have appeared in magazines such as The New Yorker, The Paris review, Granta and more.",https://www.hammockmag.com/recommendations-lists/seven-stunning-latin-american-novels,Seven Stunning Latin American Novels,Fever Dream,"A taut, unsettling real world ghost story, Samantha Schweblin’s book is about a woman dying in a rural hospital next to a boy who is not her son. But it is also about the trauma that has landed her there, about their reality and much more. Touching on themes of environmental destruction, parental anxiety and nature itself, it’s a novel that is true to its title and will haunt you."
Dinaw Mengestu,Male,Ethiopia,Africa,"Addis Ababa, Ethiopia","Washington, D.C., USA",English,1978,,Children of the Revolution,How to Read the Air,National Book Award,21st Century,"Dinaw Mengestu is an Ethiopian American novelist and writer. In addition to three novels, he has written for Rolling Stone on the war in Darfur, and for Jane Magazine on the conflict in northern Uganda.",,,,
Nana Ekvitimishvili,Female,Georgia,Asia,"Tbilisi, Georgia","Tbilisi, Georgia",Georgian,1978,,The Pear Field,In Bloom,International Booker Prize,21st Century,Nana Ekvtimishvili is a Georgian writer and director. Her films have received accolades and she was nominated for the 2021 International Booker Prize for her novel The Pear Field. ,,,,
Esi Edugyan,Female,Ghana,Africa,"Calgary, Canada","Victoria, Canada",English,1978,,Washington Black,Half Blood Blues,Booker Prize,21st Century,"Esi Edugyan is a Canadian novelist of Ghanaian origin. She has twice won the Giller Prize, for her novels Half-Blood Blues and Washington Black.",,,,
Annie Zaidi,Female,India,Asia,"Allahabad, India","Mumbai, India",English,1978,,Prelude to A Riot,Known Turf,,21st Century,"Annie Zaidi is an English-language writer from India. In 2019, she won The Nine Dots Prize for her work Bread, Cement, Cactus and in 2018 she won The Hindu Playwright Award for her play, Untitled-1.",https://www.hammockmag.com/recommendations-lists/8-books-about-living-under-authoritarianism,Eight Books about Living Under Authoritarianism,Prelude to A Riot,"A parable set in an imaginary Indian town that seems far too resonant in current times, Annie Zaidi’s book is masterfully restrained, thought-provoking and powerful. A powerful socio-political commentary delivered through soliloquies and multiple perspectives, Prelude to a Riot is mainly about two families and their land, but it is also a tale that excavates intolerance and inhumanity with a deft touch."
Veronica Raimo,Female,Italy,Europe,"Rome, Italy","Rome, Italy",Italian,1978,,Lost on Me,The Girl at the Door,International Booker Prize,21st Century,"Veronica Raimo is an Italian writer, translator, and screenwriter.",,,,
Jokha Alharthi,Female,Oman,Asia,"Muscat, Oman","Muscat, Oman",Arabic,1978,,Celestial Bodies,Bitter Orange Trees,International Booker Prize,21st Century,"Jokha Alharthi is an Omani writer and academic, known for winning the Man Booker International Prize in 2019. She is the first Arab author to win the Prize.",,,,
Mazen Maarouf,Male,Palestine,Asia,"Beirut, Lebanon","Reykjavik, Iceland",Arabic,1978,,Jokes for the Gunmen,Our Grief Resembles Bread,International Booker Prize,21st Century,"Mazen Marrouf is a Palestinian writer who was born in 1978 in Beirut. He has more than five publications, and translated many novels from Icelandic into Arabic including the novels of several Icelandic writers.",,,,
Cho Nam Joo,Female,South Korea,Asia,"Seoul, South Korea","Seoul, South Korea",Korean,1978,,"Kim Ji Young, Born 1982",Miss Kim Knows,,21st Century,"Cho Nam-joo is a South Korean writer and author. She is best known for her 2016 novel Kim Ji-young, Born 1982, which has sold more than a million copies and is often credited with propelling a feminist movement in South Korea.",,,,
Eva Baltasar,Female,Spain,Europe,"Barcelona, Spain","Barcelona, Spain",Spanish,1978,,Boulder ,Permafrost,International Booker Prize,21st Century,"Eva Baltasar is a Catalan poet and writer. She has a bachelor's degree in Pedagogy from the University of Barcelona. She has published ten books of poetry, which have earned numerous awards.",,,,
